State,District,Crop,Year,Season,Area,Production,Yield,Annual_Rainfall
Arunachal Pradesh,UPPER SIANG,Rice,2003,Kharif,5500.0,5400.0,0.981818182,2451.8
Arunachal Pradesh,UPPER SUBANSIRI,Rice,2001,Kharif,20500.0,16088.0,0.784780488,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Rice,2002,Kharif,4520.0,4695.0,1.038716814,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Rice,2003,Kharif,4550.0,5295.0,1.163736264,2451.8
Arunachal Pradesh,WEST KAMENG,Rice,2001,Kharif,855.0,1163.0,1.360233918,2036.0
Arunachal Pradesh,WEST KAMENG,Rice,2002,Kharif,855.0,1160.0,1.356725146,2389.2
Arunachal Pradesh,WEST KAMENG,Rice,2003,Kharif,859.0,723.0,0.841676368,2451.8
Arunachal Pradesh,WEST SIANG,Rice,2001,Kharif,19291.0,21872.0,1.13379296,2036.0
Arunachal Pradesh,WEST SIANG,Rice,2002,Kharif,19953.0,22135.0,1.109356989,2389.2
Arunachal Pradesh,WEST SIANG,Rice,2003,Kharif,19355.0,22345.0,1.154482046,2451.8
Arunachal Pradesh,CHANGLANG,Small millets,2001,Kharif,2010.0,1608.0,0.8,2036.0
Arunachal Pradesh,CHANGLANG,Small millets,2002,Kharif,2020.0,1616.0,0.8,2389.2
Arunachal Pradesh,CHANGLANG,Small millets,2003,Kharif,2000.0,1640.0,0.82,2451.8
Arunachal Pradesh,DIBANG VALLEY,Small millets,2001,Kharif,4000.0,2950.0,0.7375,2036.0
Arunachal Pradesh,DIBANG VALLEY,Small millets,2002,Kharif,233.0,174.0,0.746781116,2389.2
Arunachal Pradesh,DIBANG VALLEY,Small millets,2003,Kharif,240.0,204.0,0.85,2451.8
Arunachal Pradesh,EAST KAMENG,Small millets,2001,Kharif,2230.0,2552.0,1.144394619,2036.0
Arunachal Pradesh,EAST KAMENG,Small millets,2002,Kharif,440.0,401.0,0.911363636,2389.2
Arunachal Pradesh,EAST KAMENG,Small millets,2003,Kharif,445.0,406.0,0.912359551,2451.8
Arunachal Pradesh,EAST SIANG,Small millets,2001,Kharif,1390.0,1080.0,0.776978417,2036.0
Arunachal Pradesh,EAST SIANG,Small millets,2002,Kharif,2230.0,2557.0,1.146636771,2389.2
Arunachal Pradesh,EAST SIANG,Small millets,2003,Kharif,2170.0,2658.0,1.224884793,2451.8
Arunachal Pradesh,KURUNG KUMEY,Small millets,2002,Kharif,500.0,540.0,1.08,2389.2
Arunachal Pradesh,KURUNG KUMEY,Small millets,2003,Kharif,620.0,676.0,1.090322581,2451.8
Arunachal Pradesh,LOHIT,Small millets,2001,Kharif,1300.0,950.0,0.730769231,2036.0
Arunachal Pradesh,LOHIT,Small millets,2002,Kharif,728.0,692.0,0.950549451,2389.2
Arunachal Pradesh,LOHIT,Small millets,2003,Kharif,740.0,708.0,0.956756757,2451.8
Arunachal Pradesh,LOWER DIBANG VALLEY,Small millets,2002,Kharif,1317.0,993.0,0.753986333,2389.2
Arunachal Pradesh,LOWER DIBANG VALLEY,Small millets,2003,Kharif,1320.0,850.0,0.643939394,2451.8
Arunachal Pradesh,LOWER SUBANSIRI,Small millets,2001,Kharif,1000.0,1165.0,1.165,2036.0
Arunachal Pradesh,LOWER SUBANSIRI,Small millets,2002,Kharif,1335.0,1504.0,1.12659176,2389.2
Arunachal Pradesh,LOWER SUBANSIRI,Small millets,2003,Kharif,2374.0,3073.0,1.294439764,2451.8
Arunachal Pradesh,PAPUM PARE,Small millets,2001,Kharif,559.0,595.0,1.064400716,2036.0
Arunachal Pradesh,PAPUM PARE,Small millets,2002,Kharif,550.0,650.0,1.181818182,2389.2
Arunachal Pradesh,PAPUM PARE,Small millets,2003,Kharif,656.0,728.0,1.109756098,2451.8
Arunachal Pradesh,TAWANG,Small millets,2001,Kharif,884.0,949.0,1.073529412,2036.0
Arunachal Pradesh,TAWANG,Small millets,2002,Kharif,885.0,948.0,1.071186441,2389.2
Arunachal Pradesh,TAWANG,Small millets,2003,Kharif,835.0,1002.0,1.2,2451.8
Arunachal Pradesh,TIRAP,Small millets,2001,Kharif,400.0,342.0,0.855,2036.0
Arunachal Pradesh,TIRAP,Small millets,2002,Kharif,4470.0,3008.0,0.672930649,2389.2
Arunachal Pradesh,TIRAP,Small millets,2003,Kharif,4470.0,3627.0,0.811409396,2451.8
Arunachal Pradesh,UPPER SIANG,Small millets,2001,Kharif,530.0,503.0,0.949056604,2036.0
Arunachal Pradesh,UPPER SIANG,Small millets,2002,Kharif,1500.0,1200.0,0.8,2389.2
Arunachal Pradesh,UPPER SIANG,Small millets,2003,Kharif,1500.0,1200.0,0.8,2451.8
Arunachal Pradesh,UPPER SUBANSIRI,Small millets,2001,Kharif,1600.0,1750.0,1.09375,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Small millets,2002,Kharif,1050.0,1140.0,1.085714286,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Small millets,2003,Kharif,1055.0,1145.0,1.085308057,2451.8
Arunachal Pradesh,WEST KAMENG,Small millets,2001,Kharif,1299.0,1260.0,0.969976905,2036.0
Arunachal Pradesh,WEST KAMENG,Small millets,2002,Kharif,1299.0,1260.0,0.969976905,2389.2
Arunachal Pradesh,WEST KAMENG,Small millets,2003,Kharif,1300.0,1261.0,0.97,2451.8
Arunachal Pradesh,WEST SIANG,Small millets,2001,Kharif,2538.0,2147.0,0.845941686,2036.0
Arunachal Pradesh,WEST SIANG,Small millets,2002,Kharif,2553.0,2128.0,0.833529181,2389.2
Arunachal Pradesh,WEST SIANG,Small millets,2003,Kharif,2554.0,2148.0,0.841033673,2451.8
Arunachal Pradesh,CHANGLANG,Sugarcane,2001,Whole Year,220.0,605.0,2.75,2036.0
Arunachal Pradesh,CHANGLANG,Sugarcane,2002,Whole Year,170.0,510.0,3.0,2389.2
Arunachal Pradesh,CHANGLANG,Sugarcane,2003,Whole Year,145.0,975.0,6.724137931,2451.8
Arunachal Pradesh,DIBANG VALLEY,Sugarcane,2001,Whole Year,80.0,1680.0,21.0,2036.0
Arunachal Pradesh,EAST SIANG,Sugarcane,2001,Whole Year,160.0,6400.0,40.0,2036.0
Arunachal Pradesh,EAST SIANG,Sugarcane,2002,Whole Year,160.0,6500.0,40.625,2389.2
Arunachal Pradesh,EAST SIANG,Sugarcane,2003,Whole Year,160.0,6335.0,39.59375,2451.8
Arunachal Pradesh,KURUNG KUMEY,Sugarcane,2002,Whole Year,25.0,330.0,13.2,2389.2
Arunachal Pradesh,KURUNG KUMEY,Sugarcane,2003,Whole Year,20.0,258.0,12.9,2451.8
Arunachal Pradesh,LOHIT,Sugarcane,2001,Whole Year,16.0,160.0,10.0,2036.0
Arunachal Pradesh,LOHIT,Sugarcane,2002,Whole Year,16.0,160.0,10.0,2389.2
Arunachal Pradesh,LOHIT,Sugarcane,2003,Whole Year,15.0,150.0,10.0,2451.8
Arunachal Pradesh,LOWER DIBANG VALLEY,Sugarcane,2002,Whole Year,92.0,1880.0,20.43478261,2389.2
Arunachal Pradesh,LOWER DIBANG VALLEY,Sugarcane,2003,Whole Year,95.0,1900.0,20.0,2451.8
Arunachal Pradesh,LOWER SUBANSIRI,Sugarcane,2001,Whole Year,10.0,100.0,10.0,2036.0
Arunachal Pradesh,LOWER SUBANSIRI,Sugarcane,2002,Whole Year,68.0,910.0,13.38235294,2389.2
Arunachal Pradesh,LOWER SUBANSIRI,Sugarcane,2003,Whole Year,75.0,1012.0,13.49333333,2451.8
Arunachal Pradesh,PAPUM PARE,Sugarcane,2001,Whole Year,120.0,1870.0,15.58333333,2036.0
Arunachal Pradesh,PAPUM PARE,Sugarcane,2002,Whole Year,130.0,1890.0,14.53846154,2389.2
Arunachal Pradesh,PAPUM PARE,Sugarcane,2003,Whole Year,118.0,1813.0,15.36440678,2451.8
Arunachal Pradesh,TIRAP,Sugarcane,2001,Whole Year,245.0,4250.0,17.34693878,2036.0
Arunachal Pradesh,TIRAP,Sugarcane,2002,Whole Year,32.0,402.0,12.5625,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Sugarcane,2001,Whole Year,100.0,1350.0,13.5,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Sugarcane,2002,Whole Year,15.0,143.0,9.533333333,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Sugarcane,2003,Whole Year,20.0,148.0,7.4,2451.8
Arunachal Pradesh,WEST SIANG,Sugarcane,2001,Whole Year,85.0,2505.0,29.47058824,2036.0
Arunachal Pradesh,WEST SIANG,Sugarcane,2002,Whole Year,90.0,2559.0,28.43333333,2389.2
Arunachal Pradesh,WEST SIANG,Sugarcane,2003,Whole Year,90.0,2559.0,28.43333333,2451.8
Arunachal Pradesh,CHANGLANG,Turmeric,2001,Whole Year,95.0,444.0,4.673684211,2036.0
Arunachal Pradesh,CHANGLANG,Turmeric,2002,Whole Year,80.0,416.0,5.2,2389.2
Arunachal Pradesh,CHANGLANG,Turmeric,2003,Whole Year,65.0,335.0,5.153846154,2451.8
Arunachal Pradesh,DIBANG VALLEY,Turmeric,2001,Whole Year,60.0,400.0,6.666666667,2036.0
Arunachal Pradesh,EAST SIANG,Turmeric,2001,Whole Year,150.0,280.0,1.866666667,2036.0
Arunachal Pradesh,EAST SIANG,Turmeric,2002,Whole Year,150.0,300.0,2.0,2389.2
Arunachal Pradesh,EAST SIANG,Turmeric,2003,Whole Year,150.0,300.0,2.0,2451.8
Arunachal Pradesh,KURUNG KUMEY,Turmeric,2002,Whole Year,12.0,85.0,7.083333333,2389.2
Arunachal Pradesh,KURUNG KUMEY,Turmeric,2003,Whole Year,12.0,83.0,6.916666667,2451.8
Arunachal Pradesh,LOHIT,Turmeric,2001,Whole Year,90.0,225.0,2.5,2036.0
Arunachal Pradesh,LOHIT,Turmeric,2002,Whole Year,89.0,223.0,2.505617978,2389.2
Arunachal Pradesh,LOHIT,Turmeric,2003,Whole Year,94.0,235.0,2.5,2451.8
Arunachal Pradesh,LOWER DIBANG VALLEY,Turmeric,2002,Whole Year,57.0,357.0,6.263157895,2389.2
Arunachal Pradesh,LOWER DIBANG VALLEY,Turmeric,2003,Whole Year,58.0,360.0,6.206896552,2451.8
Arunachal Pradesh,LOWER SUBANSIRI,Turmeric,2001,Whole Year,5.0,10.0,2.0,2036.0
Arunachal Pradesh,LOWER SUBANSIRI,Turmeric,2002,Whole Year,35.0,245.0,7.0,2389.2
Arunachal Pradesh,TAWANG,Turmeric,2002,Whole Year,13.0,98.0,7.538461538,2389.2
Arunachal Pradesh,TAWANG,Turmeric,2003,Whole Year,15.0,33.0,2.2,2451.8
Arunachal Pradesh,TIRAP,Turmeric,2001,Whole Year,25.0,135.0,5.4,2036.0
Arunachal Pradesh,TIRAP,Turmeric,2002,Whole Year,25.0,120.0,4.8,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Turmeric,2001,Whole Year,60.0,430.0,7.166666667,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Turmeric,2002,Whole Year,5.0,14.0,2.8,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Turmeric,2003,Whole Year,11.0,19.0,1.727272727,2451.8
Arunachal Pradesh,WEST SIANG,Turmeric,2001,Whole Year,88.0,170.0,1.931818182,2036.0
Arunachal Pradesh,WEST SIANG,Turmeric,2002,Whole Year,42.0,162.0,3.857142857,2389.2
Arunachal Pradesh,WEST SIANG,Turmeric,2003,Whole Year,42.0,162.0,3.857142857,2451.8
Arunachal Pradesh,CHANGLANG,Wheat,2001,Rabi,200.0,220.0,1.1,2036.0
Arunachal Pradesh,CHANGLANG,Wheat,2002,Rabi,200.0,320.0,1.6,2389.2
Arunachal Pradesh,CHANGLANG,Wheat,2003,Rabi,205.0,392.0,1.912195122,2451.8
Arunachal Pradesh,DIBANG VALLEY,Wheat,2001,Rabi,15.0,25.0,1.666666667,2036.0
Arunachal Pradesh,EAST KAMENG,Wheat,2001,Rabi,470.0,795.0,1.691489362,2036.0
Arunachal Pradesh,EAST KAMENG,Wheat,2002,Rabi,16.0,28.0,1.75,2389.2
Arunachal Pradesh,EAST KAMENG,Wheat,2003,Rabi,16.0,28.0,1.75,2451.8
Arunachal Pradesh,EAST SIANG,Wheat,2002,Rabi,470.0,845.0,1.79787234,2389.2
Arunachal Pradesh,EAST SIANG,Wheat,2003,Rabi,464.0,910.0,1.961206897,2451.8
Arunachal Pradesh,KURUNG KUMEY,Wheat,2002,Rabi,15.0,16.0,1.066666667,2389.2
Arunachal Pradesh,KURUNG KUMEY,Wheat,2003,Rabi,15.0,16.0,1.066666667,2451.8
Arunachal Pradesh,LOHIT,Wheat,2001,Rabi,170.0,250.0,1.470588235,2036.0
Arunachal Pradesh,LOHIT,Wheat,2002,Rabi,340.0,578.0,1.7,2389.2
Arunachal Pradesh,LOHIT,Wheat,2003,Rabi,340.0,578.0,1.7,2451.8
Arunachal Pradesh,LOWER DIBANG VALLEY,Wheat,2002,Rabi,170.0,255.0,1.5,2389.2
Arunachal Pradesh,LOWER DIBANG VALLEY,Wheat,2003,Rabi,175.0,260.0,1.485714286,2451.8
Arunachal Pradesh,LOWER SUBANSIRI,Wheat,2001,Rabi,10.0,12.0,1.2,2036.0
Arunachal Pradesh,LOWER SUBANSIRI,Wheat,2002,Rabi,45.0,55.0,1.222222222,2389.2
Arunachal Pradesh,PAPUM PARE,Wheat,2001,Rabi,165.0,275.0,1.666666667,2036.0
Arunachal Pradesh,PAPUM PARE,Wheat,2002,Rabi,180.0,270.0,1.5,2389.2
Arunachal Pradesh,PAPUM PARE,Wheat,2003,Rabi,133.0,223.0,1.676691729,2451.8
Arunachal Pradesh,TAWANG,Wheat,2001,Rabi,1900.0,2639.0,1.388947368,2036.0
Arunachal Pradesh,TAWANG,Wheat,2002,Rabi,2290.0,3330.0,1.454148472,2389.2
Arunachal Pradesh,TAWANG,Wheat,2003,Rabi,2025.0,3023.0,1.492839506,2451.8
Arunachal Pradesh,TIRAP,Wheat,2001,Rabi,15.0,25.0,1.666666667,2036.0
Arunachal Pradesh,TIRAP,Wheat,2002,Rabi,16.0,25.0,1.5625,2389.2
Arunachal Pradesh,UPPER SIANG,Wheat,2001,Rabi,300.0,510.0,1.7,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Wheat,2001,Rabi,60.0,75.0,1.25,2036.0
Arunachal Pradesh,UPPER SUBANSIRI,Wheat,2002,Rabi,18.0,22.0,1.222222222,2389.2
Arunachal Pradesh,UPPER SUBANSIRI,Wheat,2003,Rabi,23.0,27.0,1.173913043,2451.8
Arunachal Pradesh,WEST KAMENG,Wheat,2001,Rabi,410.0,385.0,0.93902439,2036.0
Arunachal Pradesh,WEST KAMENG,Wheat,2002,Rabi,268.0,380.0,1.417910448,2389.2
Arunachal Pradesh,WEST KAMENG,Wheat,2003,Rabi,679.0,767.0,1.129602356,2451.8
Arunachal Pradesh,WEST SIANG,Wheat,2001,Rabi,90.0,130.0,1.444444444,2036.0
Arunachal Pradesh,WEST SIANG,Wheat,2002,Rabi,86.0,126.0,1.465116279,2389.2
Arunachal Pradesh,WEST SIANG,Wheat,2003,Rabi,75.0,96.0,1.28,2451.8
Bihar,ARARIA,Arhar/Tur,2001,Kharif,483.0,677.0,1.401656315,1247.0
Bihar,ARARIA,Arhar/Tur,2002,Kharif,302.0,369.0,1.221854305,1105.8
Bihar,ARARIA,Arhar/Tur,2003,Kharif,2901.0,3522.0,1.214064116,1353.9
Bihar,ARWAL,Arhar/Tur,2003,Kharif,76.0,96.0,1.263157895,1353.9
Bihar,AURANGABAD,Arhar/Tur,2001,Kharif,562.0,724.0,1.288256228,1247.0
Bihar,AURANGABAD,Arhar/Tur,2002,Kharif,837.0,1154.0,1.378733572,1105.8
Bihar,AURANGABAD,Arhar/Tur,2003,Kharif,436.0,579.0,1.327981651,1353.9
Bihar,BANKA,Arhar/Tur,2001,Kharif,1073.0,1556.0,1.450139795,1247.0
Bihar,BANKA,Arhar/Tur,2002,Kharif,474.0,760.0,1.603375527,1105.8
Bihar,BANKA,Arhar/Tur,2003,Kharif,552.0,829.0,1.501811594,1353.9
Bihar,BEGUSARAI,Arhar/Tur,2001,Kharif,1288.0,1826.0,1.417701863,1247.0
Bihar,BEGUSARAI,Arhar/Tur,2002,Kharif,1327.0,1839.0,1.385832705,1105.8
Bihar,BEGUSARAI,Arhar/Tur,2003,Kharif,1228.0,1006.0,0.819218241,1353.9
Bihar,BHAGALPUR,Arhar/Tur,2001,Kharif,645.0,935.0,1.449612403,1247.0
Bihar,BHAGALPUR,Arhar/Tur,2002,Kharif,775.0,803.0,1.036129032,1105.8
Bihar,BHAGALPUR,Arhar/Tur,2003,Kharif,795.0,1076.0,1.353459119,1353.9
Bihar,BHOJPUR,Arhar/Tur,2001,Kharif,1060.0,1290.0,1.216981132,1247.0
Bihar,BHOJPUR,Arhar/Tur,2002,Kharif,1060.0,1375.0,1.297169811,1105.8
Bihar,BHOJPUR,Arhar/Tur,2003,Kharif,924.0,802.0,0.867965368,1353.9
Bihar,BUXAR,Arhar/Tur,2001,Kharif,594.0,557.0,0.937710438,1247.0
Bihar,BUXAR,Arhar/Tur,2002,Kharif,544.0,1023.0,1.880514706,1105.8
Bihar,BUXAR,Arhar/Tur,2003,Kharif,537.0,1254.0,2.335195531,1353.9
Bihar,DARBHANGA,Arhar/Tur,2001,Kharif,881.0,537.0,0.60953462,1247.0
Bihar,DARBHANGA,Arhar/Tur,2002,Kharif,371.0,467.0,1.258760108,1105.8
Bihar,DARBHANGA,Arhar/Tur,2003,Kharif,419.0,194.0,0.46300716,1353.9
Bihar,GAYA,Arhar/Tur,2001,Kharif,2786.0,4552.0,1.633883704,1247.0
Bihar,GAYA,Arhar/Tur,2002,Kharif,2001.0,2371.0,1.184907546,1105.8
Bihar,GAYA,Arhar/Tur,2003,Kharif,2187.0,2272.0,1.038866027,1353.9
Bihar,GOPALGANJ,Arhar/Tur,2001,Kharif,2370.0,3031.0,1.278902954,1247.0
Bihar,GOPALGANJ,Arhar/Tur,2002,Kharif,2079.0,1100.0,0.529100529,1105.8
Bihar,GOPALGANJ,Arhar/Tur,2003,Kharif,2031.0,1302.0,0.641063516,1353.9
Bihar,JAMUI,Arhar/Tur,2001,Kharif,235.0,274.0,1.165957447,1247.0
Bihar,JAMUI,Arhar/Tur,2002,Kharif,493.0,341.0,0.69168357,1105.8
Bihar,JAMUI,Arhar/Tur,2003,Kharif,863.0,1231.0,1.426419467,1353.9
Bihar,JEHANABAD,Arhar/Tur,2001,Kharif,408.0,469.0,1.149509804,1247.0
Bihar,JEHANABAD,Arhar/Tur,2002,Kharif,231.0,278.0,1.203463203,1105.8
Bihar,JEHANABAD,Arhar/Tur,2003,Kharif,411.0,558.0,1.357664234,1353.9
Bihar,KAIMUR (BHABUA),Arhar/Tur,2001,Kharif,2024.0,1826.0,0.902173913,1247.0
Bihar,KAIMUR (BHABUA),Arhar/Tur,2002,Kharif,2108.0,2049.0,0.972011385,1105.8
Bihar,KAIMUR (BHABUA),Arhar/Tur,2003,Kharif,2106.0,1697.0,0.805792972,1353.9
Bihar,KATIHAR,Arhar/Tur,2001,Kharif,194.0,134.0,0.690721649,1247.0
Bihar,KATIHAR,Arhar/Tur,2002,Kharif,132.0,97.0,0.734848485,1105.8
Bihar,KATIHAR,Arhar/Tur,2003,Kharif,87.0,106.0,1.218390805,1353.9
Bihar,KHAGARIA,Arhar/Tur,2001,Kharif,246.0,408.0,1.658536585,1247.0
Bihar,KHAGARIA,Arhar/Tur,2002,Kharif,240.0,156.0,0.65,1105.8
Bihar,KHAGARIA,Arhar/Tur,2003,Kharif,225.0,258.0,1.146666667,1353.9
Bihar,KISHANGANJ,Arhar/Tur,2001,Kharif,283.0,339.0,1.197879859,1247.0
Bihar,KISHANGANJ,Arhar/Tur,2002,Kharif,235.0,313.0,1.331914894,1105.8
Bihar,KISHANGANJ,Arhar/Tur,2003,Kharif,214.0,260.0,1.214953271,1353.9
Bihar,LAKHISARAI,Arhar/Tur,2001,Kharif,169.0,240.0,1.420118343,1247.0
Bihar,LAKHISARAI,Arhar/Tur,2002,Kharif,179.0,203.0,1.134078212,1105.8
Bihar,LAKHISARAI,Arhar/Tur,2003,Kharif,134.0,144.0,1.074626866,1353.9
Bihar,MADHEPURA,Arhar/Tur,2001,Kharif,17.0,22.0,1.294117647,1247.0
Bihar,MADHEPURA,Arhar/Tur,2002,Kharif,2.0,2.0,1.0,1105.8
Bihar,MADHEPURA,Arhar/Tur,2003,Kharif,33.0,41.0,1.242424242,1353.9
Bihar,MADHUBANI,Arhar/Tur,2001,Kharif,957.0,589.0,0.615464995,1247.0
Bihar,MADHUBANI,Arhar/Tur,2002,Kharif,1209.0,1279.0,1.05789909,1105.8
Bihar,MADHUBANI,Arhar/Tur,2003,Kharif,1062.0,647.0,0.609227872,1353.9
Bihar,MUNGER,Arhar/Tur,2001,Kharif,51.0,72.0,1.411764706,1247.0
Bihar,MUNGER,Arhar/Tur,2002,Kharif,92.0,104.0,1.130434783,1105.8
Bihar,MUNGER,Arhar/Tur,2003,Kharif,56.0,60.0,1.071428571,1353.9
Bihar,MUZAFFARPUR,Arhar/Tur,2001,Kharif,1763.0,4563.0,2.588201929,1247.0
Bihar,MUZAFFARPUR,Arhar/Tur,2002,Kharif,1307.0,2354.0,1.801071155,1105.8
Bihar,MUZAFFARPUR,Arhar/Tur,2003,Kharif,1729.0,3992.0,2.308849046,1353.9
Bihar,NALANDA,Arhar/Tur,2001,Kharif,366.0,366.0,1.0,1247.0
Bihar,NALANDA,Arhar/Tur,2002,Kharif,379.0,304.0,0.802110818,1105.8
Bihar,NALANDA,Arhar/Tur,2003,Kharif,426.0,413.0,0.969483568,1353.9
Bihar,NAWADA,Arhar/Tur,2001,Kharif,897.0,915.0,1.02006689,1247.0
Bihar,NAWADA,Arhar/Tur,2002,Kharif,870.0,978.0,1.124137931,1105.8
Bihar,NAWADA,Arhar/Tur,2003,Kharif,797.0,821.0,1.030112923,1353.9
Bihar,PASHCHIM CHAMPARAN,Arhar/Tur,2001,Kharif,5594.0,8201.0,1.466035038,1247.0
Bihar,PASHCHIM CHAMPARAN,Arhar/Tur,2002,Kharif,5622.0,4925.0,0.876022768,1105.8
Bihar,PASHCHIM CHAMPARAN,Arhar/Tur,2003,Kharif,5372.0,6613.0,1.231012658,1353.9
Bihar,PATNA,Arhar/Tur,2001,Kharif,1105.0,800.0,0.7239819,1247.0
Bihar,PATNA,Arhar/Tur,2002,Kharif,455.0,823.0,1.808791209,1105.8
Bihar,PATNA,Arhar/Tur,2003,Kharif,398.0,414.0,1.040201005,1353.9
Bihar,PURBI CHAMPARAN,Arhar/Tur,2001,Kharif,4021.0,4391.0,1.092016911,1247.0
Bihar,PURBI CHAMPARAN,Arhar/Tur,2002,Kharif,2766.0,3037.0,1.097975416,1105.8
Bihar,PURBI CHAMPARAN,Arhar/Tur,2003,Kharif,2324.0,3242.0,1.395008606,1353.9
Bihar,PURNIA,Arhar/Tur,2001,Kharif,156.0,187.0,1.198717949,1247.0
Bihar,PURNIA,Arhar/Tur,2002,Kharif,157.0,322.0,2.050955414,1105.8
Bihar,PURNIA,Arhar/Tur,2003,Kharif,7.0,8.0,1.142857143,1353.9
Bihar,ROHTAS,Arhar/Tur,2001,Kharif,1580.0,1537.0,0.97278481,1247.0
Bihar,ROHTAS,Arhar/Tur,2002,Kharif,1320.0,1725.0,1.306818182,1105.8
Bihar,ROHTAS,Arhar/Tur,2003,Kharif,1211.0,1376.0,1.136251032,1353.9
Bihar,SAHARSA,Arhar/Tur,2001,Kharif,12.0,15.0,1.25,1247.0
Bihar,SAHARSA,Arhar/Tur,2002,Kharif,19.0,22.0,1.157894737,1105.8
Bihar,SAHARSA,Arhar/Tur,2003,Kharif,2.0,2.0,1.0,1353.9
Bihar,SAMASTIPUR,Arhar/Tur,2001,Kharif,2484.0,3199.0,1.28784219,1247.0
Bihar,SAMASTIPUR,Arhar/Tur,2002,Kharif,2111.0,2333.0,1.10516343,1105.8
Bihar,SAMASTIPUR,Arhar/Tur,2003,Kharif,2034.0,1229.0,0.604228122,1353.9
Bihar,SARAN,Arhar/Tur,2001,Kharif,1881.0,2583.0,1.373205742,1247.0
Bihar,SARAN,Arhar/Tur,2002,Kharif,1841.0,2592.0,1.407930473,1105.8
Bihar,SARAN,Arhar/Tur,2003,Kharif,1832.0,2420.0,1.320960699,1353.9
Bihar,SHEIKHPURA,Arhar/Tur,2001,Kharif,289.0,410.0,1.418685121,1247.0
Bihar,SHEIKHPURA,Arhar/Tur,2002,Kharif,89.0,101.0,1.134831461,1105.8
Bihar,SHEIKHPURA,Arhar/Tur,2003,Kharif,74.0,80.0,1.081081081,1353.9
Bihar,SHEOHAR,Arhar/Tur,2001,Kharif,257.0,373.0,1.451361868,1247.0
Bihar,SHEOHAR,Arhar/Tur,2002,Kharif,255.0,156.0,0.611764706,1105.8
Bihar,SHEOHAR,Arhar/Tur,2003,Kharif,159.0,233.0,1.465408805,1353.9
Bihar,SITAMARHI,Arhar/Tur,2001,Kharif,688.0,998.0,1.450581395,1247.0
Bihar,SITAMARHI,Arhar/Tur,2002,Kharif,682.0,549.0,0.804985337,1105.8
Bihar,SITAMARHI,Arhar/Tur,2003,Kharif,372.0,615.0,1.653225806,1353.9
Bihar,SIWAN,Arhar/Tur,2001,Kharif,3136.0,3835.0,1.222895408,1247.0
Bihar,SIWAN,Arhar/Tur,2002,Kharif,3422.0,5177.0,1.512857978,1105.8
Bihar,SIWAN,Arhar/Tur,2003,Kharif,2970.0,7131.0,2.401010101,1353.9
Bihar,SUPAUL,Arhar/Tur,2001,Kharif,33.0,42.0,1.272727273,1247.0
Bihar,SUPAUL,Arhar/Tur,2002,Kharif,172.0,196.0,1.139534884,1105.8
Bihar,SUPAUL,Arhar/Tur,2003,Kharif,62.0,77.0,1.241935484,1353.9
Bihar,VAISHALI,Arhar/Tur,2001,Kharif,1366.0,1336.0,0.978038067,1247.0
Bihar,VAISHALI,Arhar/Tur,2002,Kharif,1522.0,1289.0,0.846911958,1105.8
Bihar,VAISHALI,Arhar/Tur,2003,Kharif,1809.0,1500.0,0.829187396,1353.9
Bihar,BANKA,Bajra,2002,Kharif,9.0,9.0,1.0,1105.8
Bihar,BANKA,Bajra,2003,Kharif,17.0,18.0,1.058823529,1353.9
Bihar,BHAGALPUR,Bajra,2002,Kharif,12.0,12.0,1.0,1105.8
Bihar,BHOJPUR,Bajra,2001,Kharif,152.0,110.0,0.723684211,1247.0
Bihar,BHOJPUR,Bajra,2002,Kharif,151.0,149.0,0.986754967,1105.8
Bihar,BHOJPUR,Bajra,2003,Kharif,466.0,460.0,0.987124464,1353.9
Bihar,BUXAR,Bajra,2001,Kharif,359.0,259.0,0.721448468,1247.0
Bihar,BUXAR,Bajra,2002,Kharif,310.0,335.0,1.080645161,1105.8
Bihar,BUXAR,Bajra,2003,Kharif,303.0,337.0,1.112211221,1353.9
Bihar,DARBHANGA,Bajra,2002,Kharif,49.0,51.0,1.040816327,1105.8
Bihar,GAYA,Bajra,2003,Kharif,55.0,57.0,1.036363636,1353.9
Bihar,GOPALGANJ,Bajra,2001,Kharif,5.0,4.0,0.8,1247.0
Bihar,GOPALGANJ,Bajra,2002,Kharif,5.0,4.0,0.8,1105.8
Bihar,GOPALGANJ,Bajra,2003,Kharif,76.0,79.0,1.039473684,1353.9
Bihar,JEHANABAD,Bajra,2002,Kharif,1.0,1.0,1.0,1105.8
Bihar,JEHANABAD,Bajra,2003,Kharif,1.0,1.0,1.0,1353.9
Bihar,KAIMUR (BHABUA),Bajra,2001,Kharif,157.0,113.0,0.719745223,1247.0
Bihar,MADHEPURA,Bajra,2002,Kharif,5.0,5.0,1.0,1105.8
